#MV iteative lensing noise curves
# \ell Mask0 Mask1 Mask2
6.070000000000000000e+02 1.589822428773090076e-13 1.667783070377766987e-13 1.808019638348596025e-13
6.080000000000000000e+02 1.586302846736127708e-13 1.664098214540387217e-13 1.804069275019717475e-13
6.090000000000000000e+02 1.582795847977203128e-13 1.660426329748455018e-13 1.800132531853416667e-13
6.100000000000000000e+02 1.579301168840037594e-13 1.656767137104568773e-13 1.796209102802649083e-13
6.110000000000000000e+02 1.575818538105911170e-13 1.653120349770009537e-13 1.792298673224344016e-13
6.120000000000000000e+02 1.572347676949678871e-13 1.649485672924528314e-13 1.788400919836679609e-13
6.130000000000000000e+02 1.568888298905843331e-13 1.645862803725504518e-13 1.784515510673214317e-13
6.140000000000000000e+02 1.565440109825199263e-13 1.642251431267734768e-13 1.780642105041420592e-13
6.150000000000000000e+02 1.562002807838391868e-13 1.638651236540077849e-13 1.776780353474300571e-13
6.160000000000000000e+02 1.558576083315704117e-13 1.635061892385871062e-13 1.772929897688920772e-13
6.170000000000000000e+02 1.555159618828100402e-13 1.631483063462718258e-13 1.769090370541798413e-13
6.180000000000000000e+02 1.551753089108273211e-13 1.627914406200391929e-13 1.765261395984293786e-13
6.190000000000000000e+02 1.548356161012939875e-13 1.624355568759364876e-13 1.761442589017996325e-13
6.200000000000000000e+02 1.544968493479493076e-13 1.620806190992481156e-13 1.757633555650745044e-13
6.210000000000000000e+02 1.541589737492696534e-13 1.617265904399091083e-13 1.753833892852645185e-13
6.220000000000000000e+02 1.538219595955274823e-13 1.613734395496628207e-13 1.750043257821902561e-13
6.230000000000000000e+02 1.534858004938958761e-13 1.610211597623009598e-13 1.746261577658487729e-13
6.240000000000000000e+02 1.531504956602961684e-13 1.606697503543147607e-13 1.742488844513446224e-13
6.250000000000000000e+02 1.528160439644461319e-13 1.603192102429229084e-13 1.738725046702566388e-13
6.260000000000000000e+02 1.524824439278494303e-13 1.599695379836839016e-13 1.734970168682504025e-13
6.270000000000000000e+02 1.521496937215965018e-13 1.596207317686111677e-13 1.731224191026907303e-13
6.280000000000000000e+02 1.518177911644167662e-13 1.592727894238482580e-13 1.727487090405680694e-13
6.290000000000000000e+02 1.514867337205422136e-13 1.589257084075954184e-13 1.723758839559853253e-13
6.300000000000000000e+02 1.511565184978227204e-13 1.585794858080360336e-13 1.720039407282099938e-13
6.310000000000000000e+02 1.508271422455266551e-13 1.582341183410748560e-13 1.716328758388468080e-13
6.320000000000000000e+02 1.504986013521419879e-13 1.578896023483900363e-13 1.712626853702040261e-13
6.330000000000000000e+02 1.501708918437424533e-13 1.575459337949828082e-13 1.708933650025289852e-13
6.340000000000000000e+02 1.498440093816001408e-13 1.572031082674809957e-13 1.705249100118716134e-13
6.350000000000000000e+02 1.495179492601746948e-13 1.568611209715000271e-13 1.701573152678225828e-13
6.360000000000000000e+02 1.491927064051028934e-13 1.565199667300722310e-13 1.697905752313771244e-13
6.370000000000000000e+02 1.488682753712506290e-13 1.561796399809449688e-13 1.694246839523586971e-13
6.380000000000000000e+02 1.485446503404511869e-13 1.558401347748842176e-13 1.690596350672200468e-13
6.390000000000000000e+02 1.482218251195572515e-13 1.555014447732241789e-13 1.686954217969697272e-13
6.400000000000000000e+02 1.478997931384305097e-13 1.551635632459821916e-13 1.683320369447216575e-13
6.410000000000000000e+02 1.475785474479307756e-13 1.548264830694712979e-13 1.679694728933702676e-13
6.420000000000000000e+02 1.472580807175286316e-13 1.544901967245407677e-13 1.676077216033286002e-13
6.430000000000000000e+02 1.469383852337972784e-13 1.541546962940001211e-13 1.672467746103292695e-13
6.440000000000000000e+02 1.466194528977736752e-13 1.538199734607341672e-13 1.668866230232880495e-13
6.450000000000000000e+02 1.463012752234506161e-13 1.534860195055666677e-13 1.665272575214765454e-13
6.460000000000000000e+02 1.459838433352633311e-13 1.531528253049983381e-13 1.661686683528256763e-13
6.470000000000000000e+02 1.456671479663303137e-13 1.528203813292592327e-13 1.658108453314124018e-13
6.480000000000000000e+02 1.453511794563170098e-13 1.524886776400466693e-13 1.654537778350721116e-13
6.490000000000000000e+02 1.450359277492994560e-13 1.521577038882004255e-13 1.650974548033881282e-13
6.500000000000000000e+02 1.447213823918166138e-13 1.518274493121320339e-13 1.647418647349896626e-13
6.510000000000000000e+02 1.444075325307968641e-13 1.514979027349973536e-13 1.643869956857299877e-13
6.520000000000000000e+02 1.440943669115473088e-13 1.511690525631884950e-13 1.640328352661729629e-13
6.530000000000000000e+02 1.437818738754919731e-13 1.508408867836321291e-13 1.636793706392683561e-13
6.540000000000000000e+02 1.434700413583496007e-13 1.505133929620302143e-13 1.633265885180898699e-13
6.550000000000000000e+02 1.431588568879973171e-13 1.501865582407864909e-13 1.629744751638244932e-13
6.560000000000000000e+02 1.428483075824601071e-13 1.498603693364304025e-13 1.626230163829451477e-13
6.570000000000000000e+02 1.425383801477116982e-13 1.495348125379206536e-13 1.622721975255141200e-13
6.580000000000000000e+02 1.422290608758523544e-13 1.492098737043203796e-13 1.619220034825441759e-13
6.590000000000000000e+02 1.419203356427841479e-13 1.488855382626608868e-13 1.615724186836738574e-13
6.600000000000000000e+02 1.416121899063888793e-13 1.485617912058682474e-13 1.612234270952195137e-13
6.610000000000000000e+02 1.413046123298524474e-13 1.482386208917655798e-13 1.608750163518724854e-13
6.620000000000000000e+02 1.409976057443153065e-13 1.479160305367154237e-13 1.605271902573475179e-13
6.630000000000000000e+02 1.406911764237264945e-13 1.475940269712314099e-13 1.601799565549164797e-13
6.640000000000000000e+02 1.403853304804943602e-13 1.472726168607677563e-13 1.598333228170743140e-13
6.650000000000000000e+02 1.400800738644183567e-13 1.469518067042744279e-13 1.594872964443451956e-13
6.660000000000000000e+02 1.397754123613068816e-13 1.466316028334428848e-13 1.591418846640258056e-13
6.670000000000000000e+02 1.394713515922859824e-13 1.463120114115752473e-13 1.587970945291173784e-13
6.680000000000000000e+02 1.391678970125427828e-13 1.459930384322648403e-13 1.584529329172573436e-13
6.690000000000000000e+02 1.388650539103202601e-13 1.456746897184536502e-13 1.581094065293999725e-13
6.700000000000000000e+02 1.385628274057860808e-13 1.453569709214898313e-13 1.577665218888111544e-13
6.710000000000000000e+02 1.382612224502159222e-13 1.450398875196826896e-13 1.574242853398743767e-13
6.720000000000000000e+02 1.379602438245483544e-13 1.447234448175485822e-13 1.570827030468970840e-13
6.730000000000000000e+02 1.376598961385679085e-13 1.444076479444914876e-13 1.567417809930424970e-13
6.740000000000000000e+02 1.373601838299627101e-13 1.440925018537977062e-13 1.564015249790729382e-13
6.750000000000000000e+02 1.370611111629421424e-13 1.437780113215049246e-13 1.560619406222817523e-13
6.760000000000000000e+02 1.367626822273571841e-13 1.434641809454596210e-13 1.557230333554251000e-13
6.770000000000000000e+02 1.364649009377579416e-13 1.431510151440605175e-13 1.553848084252768659e-13
6.780000000000000000e+02 1.361677710320741686e-13 1.428385181550648124e-13 1.550472708919375403e-13
6.790000000000000000e+02 1.358712960707985114e-13 1.425266940348341049e-13 1.547104256271376515e-13
6.800000000000000000e+02 1.355754794356669523e-13 1.422155466568892776e-13 1.543742773136724103e-13
6.810000000000000000e+02 1.352803243288420299e-13 1.419050797111565983e-13 1.540388304437050919e-13
6.820000000000000000e+02 1.349858337717819531e-13 1.415952967024596448e-13 1.537040893180760942e-13
6.830000000000000000e+02 1.346920106041722688e-13 1.412862009498910433e-13 1.533700580447947877e-13
6.840000000000000000e+02 1.343988574827950519e-13 1.409777955852417394e-13 1.530367405381599538e-13
6.850000000000000000e+02 1.341063768804607499e-13 1.406700835523724590e-13 1.527041405173774488e-13
6.860000000000000000e+02 1.338145710851284451e-13 1.403630676058316740e-13 1.523722615056178114e-13
6.870000000000000000e+02 1.335234421987749185e-13 1.400567503097245153e-13 1.520411068287595124e-13
6.880000000000000000e+02 1.332329921361381014e-13 1.397511340368958657e-13 1.517106796143208250e-13
6.890000000000000000e+02 1.329432226239001440e-13 1.394462209674853942e-13 1.513809827902033265e-13
6.900000000000000000e+02 1.326541351995564536e-13 1.391420130881734301e-13 1.510520190834979292e-13
6.910000000000000000e+02 1.323657312102848596e-13 1.388385121908616345e-13 1.507237910195424129e-13
6.920000000000000000e+02 1.320780118120028677e-13 1.385357198716675238e-13 1.503963009206649768e-13
6.930000000000000000e+02 1.317909779681742209e-13 1.382336375297308546e-13 1.500695509049901702e-13
6.940000000000000000e+02 1.315046304489288586e-13 1.379322663663337590e-13 1.497435428853709380e-13
6.950000000000000000e+02 1.312189698297437646e-13 1.376316073835815174e-13 1.494182785681319219e-13
6.960000000000000000e+02 1.309339964906887910e-13 1.373316613833970568e-13 1.490937594520641354e-13
6.970000000000000000e+02 1.306497106151073038e-13 1.370324289665157282e-13 1.487699868271055344e-13
6.980000000000000000e+02 1.303661121887364959e-13 1.367339105311657750e-13 1.484469617733984986e-13
6.990000000000000000e+02 1.300832009985135185e-13 1.364361062723145109e-13 1.481246851599075453e-13
7.000000000000000000e+02 1.298009781331887008e-13 1.361390177255723568e-13 1.478031592732723271e-13
7.010000000000000000e+02 1.295194505213562012e-13 1.358426524375475519e-13 1.474823927426938541e-13
7.020000000000000000e+02 1.292386264857860688e-13 1.355470193908703052e-13 1.471623957153279417e-13
7.030000000000000000e+02 1.289585142498484200e-13 1.352521274667602444e-13 1.468431782348462686e-13
7.040000000000000000e+02 1.286791219365708950e-13 1.349579854443351470e-13 1.465247502409966342e-13
7.050000000000000000e+02 1.284004575681359583e-13 1.346646020001084924e-13 1.462071215685349292e-13
7.060000000000000000e+02 1.281225290653783494e-13 1.343719857069210791e-13 1.458903019467221833e-13
7.070000000000000000e+02 1.278453442465284090e-13 1.340801450335014591e-13 1.455743009983824253e-13
7.080000000000000000e+02 1.275689108270235346e-13 1.337890883437745673e-13 1.452591282393997811e-13
7.090000000000000000e+02 1.272932364187541810e-13 1.334988238957936669e-13 1.449447930777132757e-13
7.100000000000000000e+02 1.270183285290586877e-13 1.332093598414890756e-13 1.446313048126884710e-13
7.110000000000000000e+02 1.267441945604089710e-13 1.329207042256627143e-13 1.443186726343006848e-13
7.120000000000000000e+02 1.264708418094053010e-13 1.326328649852971163e-13 1.440069056225067050e-13
7.130000000000000000e+02 1.261982774663364579e-13 1.323458499489270134e-13 1.436960127463650765e-13
7.140000000000000000e+02 1.259265086143629264e-13 1.320596668358853877e-13 1.433860028634077390e-13
7.150000000000000000e+02 1.256555422288256518e-13 1.317743232556123281e-13 1.430768847187605167e-13
7.160000000000000000e+02 1.253853851765550733e-13 1.314898267067752672e-13 1.427686669444518991e-13
7.170000000000000000e+02 1.251160442151797791e-13 1.312061845768293905e-13 1.424613580587846789e-13
7.180000000000000000e+02 1.248475259925611772e-13 1.309234041411377976e-13 1.421549664652678720e-13
7.190000000000000000e+02 1.245798370458509264e-13 1.306414925623431901e-13 1.418495004522397303e-13
7.200000000000000000e+02 1.243129838009254807e-13 1.303604568893627242e-13 1.415449681919252487e-13
7.210000000000000000e+02 1.240469725718205330e-13 1.300803040571993151e-13 1.412413777395564526e-13
7.220000000000000000e+02 1.237818095599143863e-13 1.298010408856851392e-13 1.409387370329326554e-13
7.230000000000000000e+02 1.235175008530480644e-13 1.295226740791045968e-13 1.406370538914151592e-13
7.240000000000000000e+02 1.232540524253370206e-13 1.292452102254402870e-13 1.403363360153617488e-13
7.250000000000000000e+02 1.229914701359143871e-13 1.289686557955562778e-13 1.400365909851840978e-13
7.260000000000000000e+02 1.227297597285540135e-13 1.286930171425069382e-13 1.397378262607825150e-13
7.270000000000000000e+02 1.224689268310421043e-13 1.284183005007827868e-13 1.394400491806660803e-13
7.280000000000000000e+02 1.222089769541720205e-13 1.281445119858081704e-13 1.391432669611988220e-13
7.290000000000000000e+02 1.219499154914300737e-13 1.278716575929984683e-13 1.388474866960340848e-13
7.300000000000000000e+02 1.216917477179272690e-13 1.275997431970063194e-13 1.385527153551721623e-13
7.310000000000000000e+02 1.214344787900853008e-13 1.273287745512816276e-13 1.382589597841434669e-13
7.320000000000000000e+02 1.211781137445683721e-13 1.270587572871920763e-13 1.379662267035058293e-13
7.330000000000000000e+02 1.209226574979061062e-13 1.267896969131434161e-13 1.376745227080276932e-13
7.340000000000000000e+02 1.206681148455512555e-13 1.265215988141395959e-13 1.373838542657456977e-13
7.350000000000000000e+02 1.204144904615024620e-13 1.262544682510288137e-13 1.370942277174619524e-13
7.360000000000000000e+02 1.201617888971735483e-13 1.259883103595611498e-13 1.368056492757387884e-13
7.370000000000000000e+02 1.199100145812048471e-13 1.257231301498856398e-13 1.365181250244588391e-13
7.380000000000000000e+02 1.196591718182066279e-13 1.254589325059222904e-13 1.362316609177570109e-13
7.390000000000000000e+02 1.194092650316041083e-13 1.251957223939635600e-13 1.359462629431319023e-13
7.400000000000000000e+02 1.191602994965712257e-13 1.249335054964594477e-13 1.356619376145502342e-13
7.410000000000000000e+02 1.189122806200402677e-13 1.246722875892908964e-13 1.353786914875105761e-13
7.420000000000000000e+02 1.186652136982966294e-13 1.244120743329166339e-13 1.350965309956804750e-13
7.430000000000000000e+02 1.184191039162248137e-13 1.241528712717451138e-13 1.348154624499540896e-13
7.440000000000000000e+02 1.181739563468686124e-13 1.238946838329404194e-13 1.345354920378238776e-13
7.450000000000000000e+02 1.179297759508028709e-13 1.236375173264853481e-13 1.342566258229406010e-13
7.460000000000000000e+02 1.176865675752537246e-13 1.233813769439245595e-13 1.339788697439825412e-13
7.470000000000000000e+02 1.174443359537216119e-13 1.231262677579876897e-13 1.337022296141527233e-13
7.480000000000000000e+02 1.172030857051017385e-13 1.228721947217097649e-13 1.334267111204878234e-13
7.490000000000000000e+02 1.169628213333698460e-13 1.226191626680540378e-13 1.331523198231670507e-13
7.500000000000000000e+02 1.167235472265768617e-13 1.223671763090325525e-13 1.328790611545695789e-13
7.510000000000000000e+02 1.164852676564720129e-13 1.221162402350776307e-13 1.326069404188347525e-13
7.520000000000000000e+02 1.162479867777487263e-13 1.218663589144136609e-13 1.323359627909825013e-13
7.530000000000000000e+02 1.160117086273535603e-13 1.216175366922403179e-13 1.320661333162849774e-13
7.540000000000000000e+02 1.157764371241092183e-13 1.213697777903554246e-13 1.317974569094497248e-13
7.550000000000000000e+02 1.155421760676463170e-13 1.211230863061498038e-13 1.315299383541798859e-13
7.560000000000000000e+02 1.153089291382778252e-13 1.208774662122301904e-13 1.312635823019175025e-13
7.570000000000000000e+02 1.150766998958680520e-13 1.206329213554139828e-13 1.309983932717808102e-13
7.580000000000000000e+02 1.148454917795813217e-13 1.203894554566035047e-13 1.307343756493074887e-13
7.590000000000000000e+02 1.146153081068766242e-13 1.201470721093409127e-13 1.304715336861405059e-13
7.600000000000000000e+02 1.143861520732563413e-13 1.199057747799967158e-13 1.302098714990229192e-13
7.610000000000000000e+02 1.141580267514494403e-13 1.196655668063874882e-13 1.299493930692322441e-13
7.620000000000000000e+02 1.139309350905945683e-13 1.194264513975243939e-13 1.296901022418894115e-13
7.630000000000000000e+02 1.137048799158631908e-13 1.191884316327337514e-13 1.294320027250790553e-13
7.640000000000000000e+02 1.134798639277683603e-13 1.189515104611542581e-13 1.291750980893468631e-13
7.650000000000000000e+02 1.132558897014735481e-13 1.187156907009829909e-13 1.289193917668200152e-13
7.660000000000000000e+02 1.130329596861016019e-13 1.184809750387215578e-13 1.286648870506415773e-13
7.670000000000000000e+02 1.128110762042319324e-13 1.182473660286731710e-13 1.284115870940280582e-13
7.680000000000000000e+02 1.125902414510838212e-13 1.180148660921262450e-13 1.281594949098925486e-13
7.690000000000000000e+02 1.123704574941393959e-13 1.177834775167884364e-13 1.279086133697135328e-13
7.700000000000000000e+02 1.121517262722011749e-13 1.175532024560330985e-13 1.276589452032836898e-13
7.710000000000000000e+02 1.119340495949521476e-13 1.173240429284591353e-13 1.274104929975789066e-13
7.720000000000000000e+02 1.117174291423276020e-13 1.170960008166973595e-13 1.271632591961927975e-13
7.730000000000000000e+02 1.115018664637610362e-13 1.168690778674732993e-13 1.269172460988968355e-13
7.740000000000000000e+02 1.112873629775558468e-13 1.166432756902248861e-13 1.266724558603837534e-13
7.750000000000000000e+02 1.110739199703827172e-13 1.164185957569139111e-13 1.264288904900790502e-13
7.760000000000000000e+02 1.108615385963999933e-13 1.161950394012092699e-13 1.261865518510728357e-13
7.770000000000000000e+02 1.106502198769394268e-13 1.159726078176702075e-13 1.259454416594915186e-13
7.780000000000000000e+02 1.104399646936575622e-13 1.157513020301417485e-13 1.257055613931402919e-13
7.790000000000000000e+02 1.102307737700632150e-13 1.155311227961875433e-13 1.254669120161110844e-13
7.800000000000000000e+02 1.100226476887332937e-13 1.153120706993898249e-13 1.252294942475144519e-13
7.810000000000000000e+02 1.098155868960253293e-13 1.150941461798229164e-13 1.249933086510778191e-13
7.820000000000000000e+02 1.096095917019516486e-13 1.148773495331734938e-13 1.247583556342657158e-13
7.830000000000000000e+02 1.094046622791742136e-13 1.146616809102380618e-13 1.245246354478400602e-13
7.840000000000000000e+02 1.092007986625646650e-13 1.144471403162944156e-13 1.242921481847920534e-13
7.850000000000000000e+02 1.089980007485133045e-13 1.142337276101594499e-13 1.240608937799021595e-13
7.860000000000000000e+02 1.087962682942378261e-13 1.140214425038118946e-13 1.238308720087350333e-13
7.870000000000000000e+02 1.085956009172807799e-13 1.138102845614500738e-13 1.236020824871995759e-13
7.880000000000000000e+02 1.083959980946926276e-13 1.136002531991146789e-13 1.233745246704807287e-13
7.890000000000000000e+02 1.081974591624035067e-13 1.133913476838093719e-13 1.231481978527883508e-13
7.900000000000000000e+02 1.079999833148462427e-13 1.131835671326837649e-13 1.229231011659747301e-13
7.910000000000000000e+02 1.078035696040138441e-13 1.129769105128450027e-13 1.226992335794089218e-13
7.920000000000000000e+02 1.076082169388939705e-13 1.127713766401640327e-13 1.224765938989087689e-13
7.930000000000000000e+02 1.074139240849036039e-13 1.125669641788355980e-13 1.222551807661124140e-13
7.940000000000000000e+02 1.072206896631976904e-13 1.123636716408129578e-13 1.220349926577244508e-13
7.950000000000000000e+02 1.070285121501037989e-13 1.121614973848652559e-13 1.218160278846989674e-13
7.960000000000000000e+02 1.068373898763052646e-13 1.119604396160749846e-13 1.215982845916741918e-13
7.970000000000000000e+02 1.066473210264641769e-13 1.117604963851467153e-13 1.213817607562812729e-13
7.980000000000000000e+02 1.064583036382789367e-13 1.115616655877160062e-13 1.211664541880132938e-13
7.990000000000000000e+02 1.062703356020444379e-13 1.113639449636582963e-13 1.209523625279740227e-13
8.000000000000000000e+02 1.060834146600236546e-13 1.111673320963348184e-13 1.207394832479353443e-13
8.010000000000000000e+02 1.058975384056938183e-13 1.109718244122157627e-13 1.205278136494576481e-13
8.020000000000000000e+02 1.057127042831807856e-13 1.107774191797490759e-13 1.203173508635128915e-13
8.030000000000000000e+02 1.055289095866308272e-13 1.105841135091722198e-13 1.201080918493535380e-13
8.040000000000000000e+02 1.053461514593937469e-13 1.103919043513181895e-13 1.199000333941984259e-13
8.050000000000000000e+02 1.051644268936458941e-13 1.102007884974899014e-13 1.196931721121018070e-13
8.060000000000000000e+02 1.049837327296990208e-13 1.100107625783920755e-13 1.194875044433879417e-13
8.070000000000000000e+02 1.048040656551835520e-13 1.098218230635028730e-13 1.192830266541482473e-13
8.080000000000000000e+02 1.046254222044829029e-13 1.096339662605713100e-13 1.190797348349848510e-13
8.090000000000000000e+02 1.044477987582938748e-13 1.094471883148003257e-13 1.188776249008219700e-13
8.100000000000000000e+02 1.042711915425583993e-13 1.092614852082814528e-13 1.186766925897750259e-13
8.110000000000000000e+02 1.040955966284006557e-13 1.090768527591150173e-13 1.184769334627735816e-13
8.120000000000000000e+02 1.039210099309334308e-13 1.088932866209704333e-13 1.182783429024304304e-13
8.130000000000000000e+02 1.037474272088809288e-13 1.087107822823321783e-13 1.180809161126645837e-13
8.140000000000000000e+02 1.035748440640762994e-13 1.085293350656828868e-13 1.178846481176330649e-13
8.150000000000000000e+02 1.034032559404562241e-13 1.083489401270008772e-13 1.176895337614168795e-13
8.160000000000000000e+02 1.032326581238095673e-13 1.081695924551317143e-13 1.174955677068899276e-13
8.170000000000000000e+02 1.030630459900261213e-13 1.079912871282678659e-13 1.173027446791924279e-13
8.180000000000000000e+02 1.028944157575707920e-13 1.078140200908644880e-13 1.171110602016805615e-13
8.190000000000000000e+02 1.027267637471359602e-13 1.076377873892272872e-13 1.169205098717263874e-13
8.200000000000000000e+02 1.025600861333927100e-13 1.074625849150327121e-13 1.167310891170559249e-13
8.210000000000000000e+02 1.023943789442369689e-13 1.072884084046368351e-13 1.165427931950580862e-13
8.220000000000000000e+02 1.022296380600982754e-13 1.071152534381957913e-13 1.163556171923448331e-13
8.230000000000000000e+02 1.020658592134371932e-13 1.069431154394144544e-13 1.161695560236828948e-13
8.240000000000000000e+02 1.019030379881797671e-13 1.067719896746665972e-13 1.159846044316798392e-13
8.250000000000000000e+02 1.017411698191520295e-13 1.066018712524296890e-13 1.158007569859042851e-13
8.260000000000000000e+02 1.015802499913260518e-13 1.064327551225934875e-13 1.156180080820690963e-13
8.270000000000000000e+02 1.014202736393173069e-13 1.062646360760204347e-13 1.154363519417171754e-13
8.280000000000000000e+02 1.012612357468191509e-13 1.060975087437286371e-13 1.152557826110906789e-13
8.290000000000000000e+02 1.011031311459744735e-13 1.059313675962637428e-13 1.150762939607538783e-13
8.300000000000000000e+02 1.009459545168731362e-13 1.057662069431960904e-13 1.148978796849647227e-13
8.310000000000000000e+02 1.007897003867350664e-13 1.056020209324297673e-13 1.147205333005442046e-13
8.320000000000000000e+02 1.006343631295332701e-13 1.054388035495112778e-13 1.145442481466875642e-13
8.330000000000000000e+02 1.004799369651771396e-13 1.052765486171898379e-13 1.143690173839591159e-13
8.340000000000000000e+02 1.003264159592609652e-13 1.051152497944747941e-13 1.141948339937266415e-13
8.350000000000000000e+02 1.001737940221843613e-13 1.049549005763216188e-13 1.140216907775961371e-13
8.360000000000000000e+02 1.000220649085240050e-13 1.047954942928149153e-13 1.138495803563434044e-13
8.370000000000000000e+02 9.987122221665650987e-14 1.046370241086030635e-13 1.136784951696629159e-13
8.380000000000000000e+02 9.972125938806738438e-14 1.044794830222070010e-13 1.135084274750995578e-13
8.390000000000000000e+02 9.957216970665988822e-14 1.043228638655804298e-13 1.133393693477973943e-13
8.400000000000000000e+02 9.942394629831511320e-14 1.041671593031673740e-13 1.131713126793057354e-13
8.410000000000000000e+02 9.927658213020091583e-14 1.040123618315250661e-13 1.130042491772651832e-13
8.420000000000000000e+02 9.913007001014355490e-14 1.038584637786957739e-13 1.128381703645277050e-13
8.430000000000000000e+02 9.898440258625078002e-14 1.037054573033270505e-13 1.126730675786542737e-13
8.440000000000000000e+02 9.883957234590635587e-14 1.035533343944204724e-13 1.125089319709721605e-13
8.450000000000000000e+02 9.869557161564461434e-14 1.034020868703263025e-13 1.123457545061352424e-13
8.460000000000000000e+02 9.855239256027060330e-14 1.032517063783036216e-13 1.121835259612442900e-13
8.470000000000000000e+02 9.841002718223195129e-14 1.031021843940177918e-13 1.120222369252187187e-13
8.480000000000000000e+02 9.826846732124170376e-14 1.029535122205978379e-13 1.118618777982309688e-13
8.490000000000000000e+02 9.812770465346163107e-14 1.028056809881967420e-13 1.117024387908270459e-13
8.500000000000000000e+02 9.798773069106238491e-14 1.026586816534259003e-13 1.115439099233608632e-13
8.510000000000000000e+02 9.784853678159512330e-14 1.025125049986011479e-13 1.113862810252404059e-13
8.520000000000000000e+02 9.771011410736324910e-14 1.023671416311143848e-13 1.112295417342364373e-13
8.530000000000000000e+02 9.757245368466844830e-14 1.022225819828682330e-13 1.110736814959171306e-13
8.540000000000000000e+02 9.743554636368490148e-14 1.020788163096475865e-13 1.109186895628311633e-13
8.550000000000000000e+02 9.729938282726562989e-14 1.019358346903656745e-13 1.107645549938166368e-13
8.560000000000000000e+02 9.716395427618660920e-14 1.017936277499445267e-13 1.106112674333045341e-13
8.570000000000000000e+02 9.702925449732004017e-14 1.016521888417793971e-13 1.104588194650627182e-13
8.580000000000000000e+02 9.689527782920179483e-14 1.015115119012770178e-13 1.103072042970307282e-13
8.590000000000000000e+02 9.676201847974034362e-14 1.013715907251113442e-13 1.101564149848436622e-13
8.600000000000000000e+02 9.662947052546274326e-14 1.012324189709094490e-13 1.100064444308897223e-13
8.610000000000000000e+02 9.649762791101194930e-14 1.010939901568745608e-13 1.098572853839960708e-13
8.620000000000000000e+02 9.636648444895844875e-14 1.009562976609063764e-13 1.097089304388633496e-13
8.630000000000000000e+02 9.623603381898329051e-14 1.008193347202868421e-13 1.095613720353116558e-13
8.640000000000000000e+02 9.610626956756399249e-14 1.006830944313661364e-13 1.094146024579036043e-13
8.650000000000000000e+02 9.597718510740909876e-14 1.005475697487457004e-13 1.092686138352531349e-13
8.660000000000000000e+02 9.584877371720679164e-14 1.004127534847757398e-13 1.091233981397741997e-13
8.670000000000000000e+02 9.572102854074525500e-14 1.002786383093037738e-13 1.089789471865497891e-13
8.680000000000000000e+02 9.559394258678703714e-14 1.001452167489835426e-13 1.088352526332691259e-13
8.690000000000000000e+02 9.546750872837785713e-14 1.000124811867723072e-13 1.086923059795992776e-13
8.700000000000000000e+02 9.534171970240684963e-14 9.988042386130260076e-14 1.085500985663684394e-13
8.710000000000000000e+02 9.521656810922951454e-14 9.974903686681932152e-14 1.084086215751888456e-13
8.720000000000000000e+02 9.509204641197656133e-14 9.961831215198600327e-14 1.082678660278913777e-13
8.730000000000000000e+02 9.496814693636546590e-14 9.948824152007325850e-14 1.081278227859599575e-13
8.740000000000000000e+02 9.484486186988361457e-14 9.935881662789063544e-14 1.079884825499661667e-13
8.750000000000000000e+02 9.472218326159981055e-14 9.923002898559816236e-14 1.078498358588781171e-13
8.760000000000000000e+02 9.460010302141033744e-14 9.910186995607797254e-14 1.077118730897461427e-13
8.770000000000000000e+02 9.447861291978758399e-14 9.897433075443166731e-14 1.075745844570117830e-13
8.780000000000000000e+02 9.435770458715169429e-14 9.884740244747775491e-14 1.074379600118794333e-13
8.790000000000000000e+02 9.423736951355651278e-14 9.872107595337453705e-14 1.073019896418136820e-13
8.800000000000000000e+02 9.411759904787267777e-14 9.859534204074042177e-14 1.071666630700994553e-13
8.810000000000000000e+02 9.399838439778767192e-14 9.847019132859134462e-14 1.070319698549624175e-13
8.820000000000000000e+02 9.387971662880047267e-14 9.834561428552360983e-14 1.068978993894432838e-13
8.830000000000000000e+02 9.376158666415874626e-14 9.822160122927437477e-14 1.067644409005182213e-13
8.840000000000000000e+02 9.364398528410488607e-14 9.809814232634443567e-14 1.066315834485960860e-13
8.850000000000000000e+02 9.352690312568748114e-14 9.797522759137007977e-14 1.064993159270159118e-13
8.860000000000000000e+02 9.341033068175599186e-14 9.785284688643179068e-14 1.063676270614184477e-13
8.870000000000000000e+02 9.329425830114929403e-14 9.773098992092867440e-14 1.062365054093692836e-13
8.880000000000000000e+02 9.317867618769034188e-14 9.760964625082444710e-14 1.061059393594791380e-13
8.890000000000000000e+02 9.306357439987202476e-14 9.748880527814478557e-14 1.059759171310897024e-13
8.900000000000000000e+02 9.294894285048015471e-14 9.736845625053752154e-14 1.058464267737082232e-13
8.910000000000000000e+02 9.283477130596512928e-14 9.724858826070709776e-14 1.057174561662533889e-13
8.920000000000000000e+02 9.272104938600220155e-14 9.712919024597482543e-14 1.055889930167413129e-13
8.930000000000000000e+02 9.260776656305156079e-14 9.701025098765049650e-14 1.054610248615942890e-13
8.940000000000000000e+02 9.249491216179285172e-14 9.689175911065544702e-14 1.053335390649496615e-13
8.950000000000000000e+02 9.238247636525168900e-14 9.677370415336045707e-14 1.052065240000243805e-13
8.960000000000000000e+02 9.227045325165160942e-14 9.665607979764573042e-14 1.050799726145711987e-13
